dataElement,period,categoryOptionCombo
qesr9meNVYc,2025Oct,CMDwOR56E2Q
qesr9meNVYc,2025Oct,HIffs9FHoBG
qesr9meNVYc,2025Oct,S3BPqHKkw7B
qesr9meNVYc,2025Oct,veCy3j3kArg
qesr9meNVYc,2025Oct,pRhhr5kacCR
qesr9meNVYc,2025Oct,aW8LDdg5Mha
tqP00nubcdo,2025Oct,MTFWtg1uWzp
tqP00nubcdo,2025Oct,sMO6HtjLlvN
tqP00nubcdo,2025Oct,z08ZaV4mCxA
tqP00nubcdo,2025Oct,b22pTOqGk5J
tqP00nubcdo,2025Oct,aadhTvNEimS
tqP00nubcdo,2025Oct,t5YSqitkhoS
tqP00nubcdo,2025Oct,aM2bz3GMWYL
tqP00nubcdo,2025Oct,o4yVL1rqnVb
tqP00nubcdo,2025Oct,HyGl3CKz9n0
tqP00nubcdo,2025Oct,ib1wZ4GEWUo
tqP00nubcdo,2025Oct,qTiUlMAg1X7
tqP00nubcdo,2025Oct,uzaJ04qaB9U
tqP00nubcdo,2025Oct,TotJTAvXar4
tqP00nubcdo,2025Oct,QsK6g3SKFPq
tqP00nubcdo,2025Oct,ImhaXBHVX8B
tqP00nubcdo,2025Oct,nLfUtOIjCE6
tqP00nubcdo,2025Oct,sJAkGRqmtRX
tqP00nubcdo,2025Oct,AHVkV0ioej1
tqP00nubcdo,2025Oct,yFdFOVRP6nZ
tqP00nubcdo,2025Oct,GD2R7Zu2JcU
tqP00nubcdo,2025Oct,ChmaqCVVSba
tqP00nubcdo,2025Oct,gZNo9TYxWUf
tqP00nubcdo,2025Oct,Fb0kidq2ufJ
tqP00nubcdo,2025Oct,LBdaPfkzvWi
hJeWl5XjzgM,2025Oct,LlRBcxVDQRZ
hJeWl5XjzgM,2025Oct,N9Iy3YXQNgM
hJeWl5XjzgM,2025Oct,XvxSz0N4oF0
hJeWl5XjzgM,2025Oct,tideQbVvH1p
hJeWl5XjzgM,2025Oct,PGuX6F5xjpt
hJeWl5XjzgM,2025Oct,eQX52kIvaxE
hJeWl5XjzgM,2025Oct,NvLlgBRXauX
hJeWl5XjzgM,2025Oct,RtnGT0TuFUt
hJeWl5XjzgM,2025Oct,AT5eEKlB4H2
hJeWl5XjzgM,2025Oct,UEMPJAej2y0
hJeWl5XjzgM,2025Oct,uIzABhhI0nk
hJeWl5XjzgM,2025Oct,korHTqf7ewU
hJeWl5XjzgM,2025Oct,KSdiBhIajzP
hJeWl5XjzgM,2025Oct,HqRirT9qOkN
hJeWl5XjzgM,2025Oct,asKavjgn8jy
hJeWl5XjzgM,2025Oct,IH7yWTIwo2Q
hJeWl5XjzgM,2025Oct,zcQMhHjF5z8
hJeWl5XjzgM,2025Oct,bOpn8sfvfts
hJeWl5XjzgM,2025Oct,wiWobg0DRuh
hJeWl5XjzgM,2025Oct,keOlKnli4PN
hJeWl5XjzgM,2025Oct,DBQ7IAu0GIx
hJeWl5XjzgM,2025Oct,UMg7EMudbOF
hJeWl5XjzgM,2025Oct,nPvAcvHhW0A
hJeWl5XjzgM,2025Oct,x7VAmVQ8oOV
jCfFnI5DZST,2025Oct,Z8yxD3gI0zy
jCfFnI5DZST,2025Oct,ET9QmuwxAT3
jCfFnI5DZST,2025Oct,wwX9m2ZDd3D
jCfFnI5DZST,2025Oct,KhTn4VQIQHf
jCfFnI5DZST,2025Oct,fkmAo2UinN6
jCfFnI5DZST,2025Oct,OP7jS18h6C3
jCfFnI5DZST,2025Oct,o1laeJsekhb
jCfFnI5DZST,2025Oct,kZHCmGWZ6Vk
rXV784LlUQ4,2025Oct,HJMtDZW0Hi3
rXV784LlUQ4,2025Oct,Ey47Ac3tvSE
rXV784LlUQ4,2025Oct,ksCtpuRzbK1
rXV784LlUQ4,2025Oct,rMvGILmz0Ym
rXV784LlUQ4,2025Oct,qzsFZGyZj0w
rXV784LlUQ4,2025Oct,uYcKzsYJnRx
rXV784LlUQ4,2025Oct,f7SONPLrqRI
rXV784LlUQ4,2025Oct,rYeNS1k83kw
agoURWZyPpn,2025Oct,HJMtDZW0Hi3
agoURWZyPpn,2025Oct,Ey47Ac3tvSE
agoURWZyPpn,2025Oct,ksCtpuRzbK1
agoURWZyPpn,2025Oct,rMvGILmz0Ym
agoURWZyPpn,2025Oct,qzsFZGyZj0w
agoURWZyPpn,2025Oct,uYcKzsYJnRx
agoURWZyPpn,2025Oct,f7SONPLrqRI
agoURWZyPpn,2025Oct,rYeNS1k83kw
LpkXILJwnmO,2025Oct,QoTOWtrqplq
LpkXILJwnmO,2025Oct,fb1obLTVGJP
LpkXILJwnmO,2025Oct,OvNoo8adPWg
LpkXILJwnmO,2025Oct,K5qkqZ7MyVH
LpkXILJwnmO,2025Oct,yIRSK1trrSw
LpkXILJwnmO,2025Oct,b525dwmnqCT
LpkXILJwnmO,2025Oct,Cjvs14BxI4s
LpkXILJwnmO,2025Oct,KAUx9elzgpv
LpkXILJwnmO,2025Oct,TYauWugQYce
LpkXILJwnmO,2025Oct,ydUveu7bUpz
wDWUutgeEX8,2025Oct,hvgp9xnuUrx
wDWUutgeEX8,2025Oct,X5WOZxTBU2j
wDWUutgeEX8,2025Oct,etnBr84tFtJ
wDWUutgeEX8,2025Oct,mkXXjV42FM9
wDWUutgeEX8,2025Oct,EoZ7f4rkx2g
hfR9r70Fk99,2025Oct,AIinrAmIaZR
hfR9r70Fk99,2025Oct,ih8F8Y1LQLi
BeEA8PsZ8Ky,2025Oct,qBj9XLbUigZ
BeEA8PsZ8Ky,2025Oct,VyeN2c8Zdi4
BeEA8PsZ8Ky,2025Oct,vsVKGzHxDua
BeEA8PsZ8Ky,2025Oct,SZ3D287on4h
BeEA8PsZ8Ky,2025Oct,yxdKq1ZC8fS
BeEA8PsZ8Ky,2025Oct,NrvW7I8iYbo
BeEA8PsZ8Ky,2025Oct,DFLZuSpRYKv
BeEA8PsZ8Ky,2025Oct,u53iyNLwf4u
BeEA8PsZ8Ky,2025Oct,qEv2Oi1bHsp
BeEA8PsZ8Ky,2025Oct,zpOXupkpl7i
BeEA8PsZ8Ky,2025Oct,BpjQgbuhZoo
BeEA8PsZ8Ky,2025Oct,Y9GhVNf8jUd
BeEA8PsZ8Ky,2025Oct,KcI8l7j9oeX
BeEA8PsZ8Ky,2025Oct,JURc3Uxzcr9
BeEA8PsZ8Ky,2025Oct,kCzjNAGH5GY
BeEA8PsZ8Ky,2025Oct,rktDV3ZuQjl
L3qltmjNtSr,2025Oct,Xv6ZMiURjVZ
L3qltmjNtSr,2025Oct,Y0MK3PE36YK
L3qltmjNtSr,2025Oct,PfHtmL4yADC
L3qltmjNtSr,2025Oct,VmO1fBERJN4
L3qltmjNtSr,2025Oct,QYTmqxS3J7V
L3qltmjNtSr,2025Oct,kc10dvR6FAl
L3qltmjNtSr,2025Oct,BvP0eqfI80l
L3qltmjNtSr,2025Oct,Q99DeXG9LPH
DA7uTAScxxi,2025Oct,Xv6ZMiURjVZ
DA7uTAScxxi,2025Oct,Y0MK3PE36YK
DA7uTAScxxi,2025Oct,PfHtmL4yADC
DA7uTAScxxi,2025Oct,VmO1fBERJN4
DA7uTAScxxi,2025Oct,QYTmqxS3J7V
DA7uTAScxxi,2025Oct,kc10dvR6FAl
DA7uTAScxxi,2025Oct,BvP0eqfI80l
DA7uTAScxxi,2025Oct,Q99DeXG9LPH
j3NQAv8Fe3v,2025Oct,eLKSu5nXw5A
j3NQAv8Fe3v,2025Oct,sH5bdRaliri
NbvZdpPzNf6,2025Oct,GvCz2USXpQ8
NbvZdpPzNf6,2025Oct,xfeVf0PZLY6
NbvZdpPzNf6,2025Oct,MwTEm9r6Jp5
NbvZdpPzNf6,2025Oct,huQRo9G52l7
HVzzfyVVIs1,2025Oct,NVkxJFn3sBm
HVzzfyVVIs1,2025Oct,S8dARTBMJy8
HVzzfyVVIs1,2025Oct,sk6Jos2G0Qt
HVzzfyVVIs1,2025Oct,yJNgCqRK9RH
HVzzfyVVIs1,2025Oct,k3txRv5EtKf
HVzzfyVVIs1,2025Oct,xQ4kQEvWoxO
HVzzfyVVIs1,2025Oct,iJdeK2OzRMv
HVzzfyVVIs1,2025Oct,aqENQmOScjV
HVzzfyVVIs1,2025Oct,dy4xY8uaXc2
HVzzfyVVIs1,2025Oct,L5Td16LsrwX
HVzzfyVVIs1,2025Oct,A9LYJZjm9un
HVzzfyVVIs1,2025Oct,fCqqcaVvarJ
cx8hxarh4Ke,2025Oct,BLOnmKVtcjf
cx8hxarh4Ke,2025Oct,zGw1aKV55UG
HVzzfyVVIs1,2025Oct,O0kP2eiwXr0
HVzzfyVVIs1,2025Oct,rTico1He4D7
HVzzfyVVIs1,2025Oct,aZRN9kD6ocJ
HVzzfyVVIs1,2025Oct,rSB0QMg1KYT
HVzzfyVVIs1,2025Oct,zozAnZkqv7o
HVzzfyVVIs1,2025Oct,ZcN9mCvsjBd
HVzzfyVVIs1,2025Oct,jr005I3fIgL
HVzzfyVVIs1,2025Oct,AXsTYP110IT
HVzzfyVVIs1,2025Oct,pAREPN3TOau
HVzzfyVVIs1,2025Oct,FBiIJPaJ2dN
HVzzfyVVIs1,2025Oct,t5LwvchZVUq
HVzzfyVVIs1,2025Oct,o0KgFZlzhOW
cx8hxarh4Ke,2025Oct,fP28wpo8of7
cx8hxarh4Ke,2025Oct,zKGHyYv0aah
TqpIEl7LfV7,2025Oct,HllvX50cXC0
HO5wSDKttn3,2025Oct,eg7Tetrg4af
HO5wSDKttn3,2025Oct,tQQYAbqAxaS
HO5wSDKttn3,2025Oct,j7NA6fNFAiV
HO5wSDKttn3,2025Oct,cor1v3mAV5W
tSYnSvSK200,2025Oct,jkqtBKdknGw
tSYnSvSK200,2025Oct,UqNc5Jy6fwJ
tSYnSvSK200,2025Oct,mKpEXw40p6r
tSYnSvSK200,2025Oct,AFsWxo6443z
gG0fbMLqEB5,2025Oct,bHhcxwpICvc
gG0fbMLqEB5,2025Oct,pKlxpSVb56h
N4sS65QUOP3,2025Oct,rslp7ddiBzy
N4sS65QUOP3,2025Oct,Cieg8r0FOGJ
LADGHYIE9m1,2025Oct,dUCNvz8ByrS
LADGHYIE9m1,2025Oct,wbJ9Nh2jqUG
LADGHYIE9m1,2025Oct,VCEoYHLyTxk
LADGHYIE9m1,2025Oct,FyhQbdBMM1p
LADGHYIE9m1,2025Oct,fCiy8R7Dv9x
OLbhrUez4dP,2025Oct,dUCNvz8ByrS
OLbhrUez4dP,2025Oct,wbJ9Nh2jqUG
OLbhrUez4dP,2025Oct,VCEoYHLyTxk
OLbhrUez4dP,2025Oct,FyhQbdBMM1p
OLbhrUez4dP,2025Oct,fCiy8R7Dv9x
ktZYUSS0Zjo,2025Oct,dUCNvz8ByrS
ktZYUSS0Zjo,2025Oct,wbJ9Nh2jqUG
ktZYUSS0Zjo,2025Oct,VCEoYHLyTxk
ktZYUSS0Zjo,2025Oct,FyhQbdBMM1p
ktZYUSS0Zjo,2025Oct,fCiy8R7Dv9x
P9OjdVVMHMW,2025Oct,dUCNvz8ByrS
P9OjdVVMHMW,2025Oct,wbJ9Nh2jqUG
P9OjdVVMHMW,2025Oct,VCEoYHLyTxk
P9OjdVVMHMW,2025Oct,FyhQbdBMM1p
P9OjdVVMHMW,2025Oct,fCiy8R7Dv9x
tGtB1nLnQjC,2025Oct,dUCNvz8ByrS
tGtB1nLnQjC,2025Oct,wbJ9Nh2jqUG
tGtB1nLnQjC,2025Oct,VCEoYHLyTxk
tGtB1nLnQjC,2025Oct,FyhQbdBMM1p
tGtB1nLnQjC,2025Oct,fCiy8R7Dv9x
ef1o9r1kDIH,2025Oct,YtrkH2Xrb12
ef1o9r1kDIH,2025Oct,i8VDE8xLSWJ
ef1o9r1kDIH,2025Oct,NMYN9FAPqWa
ef1o9r1kDIH,2025Oct,xYyVHiXrvSi
ef1o9r1kDIH,2025Oct,vvV2d1YvSSA
y42bZItNsea,2025Oct,dUCNvz8ByrS
y42bZItNsea,2025Oct,wbJ9Nh2jqUG
y42bZItNsea,2025Oct,VCEoYHLyTxk
y42bZItNsea,2025Oct,FyhQbdBMM1p
y42bZItNsea,2025Oct,fCiy8R7Dv9x
qL1qysWLZoq,2025Oct,hvgp9xnuUrx
qL1qysWLZoq,2025Oct,X5WOZxTBU2j
qL1qysWLZoq,2025Oct,etnBr84tFtJ
qL1qysWLZoq,2025Oct,mkXXjV42FM9
qL1qysWLZoq,2025Oct,EoZ7f4rkx2g
lXqlw8UxoqF,2025Oct,hvgp9xnuUrx
lXqlw8UxoqF,2025Oct,X5WOZxTBU2j
lXqlw8UxoqF,2025Oct,etnBr84tFtJ
lXqlw8UxoqF,2025Oct,mkXXjV42FM9
lXqlw8UxoqF,2025Oct,EoZ7f4rkx2g
bwlf1Jfww0L,2025Oct,hvgp9xnuUrx
bwlf1Jfww0L,2025Oct,X5WOZxTBU2j
bwlf1Jfww0L,2025Oct,etnBr84tFtJ
bwlf1Jfww0L,2025Oct,mkXXjV42FM9
bwlf1Jfww0L,2025Oct,EoZ7f4rkx2g
aXwcGB1xILs,2025Oct,ZbSWILn2hXE
aXwcGB1xILs,2025Oct,jyJZv3BM4VF
